1118074860,010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2308061640,010000110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000
3839399705,010000110101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
573059563,010000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3587616080,010000111010100000000000000000000000000000000000000000000000000000000000000000000000000000000000
3911090127,010000111101100000000000000000000000000000000000000000000000000000000000000000000000000000000000
4083968492,010000110000000100000000000000000000000000000000000000000101001100000000000000000000000000000000
1458043362,010000110000000100000000000000000000000000000000000000000101001100000001000000000000000000000000
343003003,010000110000000100000000000000000000000000000000000000000101001100000010000000000000000000000000
2985975669,010000110000000100000000000000000000000000000000000000000101001100000011000000000000000000000000
2648732333,010000110000000100000000000000000000000000000000000000000101001100000100000000000000000000000000
946594467,010000110000000100000000000000000000000000000000000000000101001100000101000000000000000000000000
2063455290,010000110000000100000000000000000000000000000000000000000101001100000110000000000000000000000000
3749069876,010000110000000100000000000000000000000000000000000000000101001100000111000000000000000000000000
3766712851,010000110000001000000000000000000000000000000000000000000000000000000000000010001010000011111010
2686075616,010000110000001000000000000000000000000000000000000000000000000000000000000010001001000011111010
3377275073,010000110000001000000000000000000000000000000000000000000000000000000000000010010010000011111010
1638276916,010000110000001000000000000000000000000000000000000000000000000000000000100010001010000011111010
557787079,010000110000001000000000000000000000000000000000000000000000000000000000100010001001000011111010
1214793190,010000110000001000000000000000000000000000000000000000000000000000000000100010010010000011111010
3469725421,010000110000001000000000000000000000000000000000000000000000000000000000000010001010011011111010
2388063774,010000110000001000000000000000000000000000000000000000000000000000000000000010001001011011111010
3875640383,010000110000001000000000000000000000000000000000000000000000000000000000000010010010011011111010
1340779466,010000110000001000000000000000000000000000000000000000000000000000000000100010001010011011111010
259232569,010000110000001000000000000000000000000000000000000000000000000000000000100010001001011011111010
1713697048,010000110000001000000000000000000000000000000000000000000000000000000000100010010010011011111010
1818042943,010000110000001000000000000000000000000000000000000000000000000000000000000010001010100111111010
751049420,010000110000001000000000000000000000000000000000000000000000000000000000000010001001100111111010
1167292653,010000110000001000000000000000000000000000000000000000000000000000000000000010010010100111111010
3984082712,010000110000001000000000000000000000000000000000000000000000000000000000100010001010100111111010
2917236715,010000110000001000000000000000000000000000000000000000000000000000000000100010001001100111111010
3300269514,010000110000001000000000000000000000000000000000000000000000000000000000100010010010100111111010
1015719776,010000110000001000000000000000000000000000000000000000000101001100000000000010001010000011111010
4106286109,010000110000001100000000000000000000000000000000000000000101001100000001000010001010000011111010
3059139204,010000110000001100000000000000000000000000000000000000000101001100000010000010001010000011111010
333271690,010000110000001100000000000000000000000000000000000000000101001100000011000010001010000011111010
1070038866,010000110000001100000000000000000000000000000000000000000101001100000100000010001010000011111010
2588733276,010000110000001100000000000000000000000000000000000000000101001100000101000010001010000011111010
3638221253,010000110000001100000000000000000000000000000000000000000101001100000110000010001010000011111010
2102479307,010000110000001100000000000000000000000000000000000000000101001100000111000010001010000011111010
298999008,010000110000001100000000000000000000000000000000000000000101001100000000000010001001000011111010
3025784046,010000110000001100000000000000000000000000000000000000000101001100000001000010001001000011111010
4140825207,010000110000001100000000000000000000000000000000000000000101001100000010000010001001000011111010
1396992633,010000110000001100000000000000000000000000000000000000000101001100000011000010001001000011111010
2136885153,010000110000001100000000000000000000000000000000000000000101001100000100000010001001000011111010
3671447471,010000110000001100000000000000000000000000000000000000000101001100000101000010001001000011111010
2554585398,010000110000001100000000000000000000000000000000000000000101001100000110000010001001000011111010
1036546360,010000110000001100000000000000000000000000000000000000000101001100000111000010001001000011111010
2021998273,010000110000001100000000000000000000000000000000000000000101001100000000000010010010000011111010
3708726991,010000110000001100000000000000000000000000000000000000000101001100000001000010010010000011111010
2677577814,010000110000001100000000000000000000000000000000000000000101001100000010000010010010000011111010
974325848,010000110000001100000000000000000000000000000000000000000101001100000011000010010010000011111010
369698176,010000110000001100000000000000000000000000000000000000000101001100000100000010010010000011111010
3011687822,010000110000001100000000000000000000000000000000000000000101001100000101000010010010000011111010
4044653335,010000110000001100000000000000000000000000000000000000000101001100000110000010010010000011111010
